Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-Mar-07,732,742.5,727.1,734.95,733.5741714,330154,6740,242192447,72705,22.02,15.4,2.95
30-Mar-07,740,745.9,730,734.65,738.5175418,316415,7773,233678028,46785,14.79,15.9,-5.35
2-Apr-07,726,729.9,698.05,704.65,716.2667495,275352,6968,197225482,60531,21.98,31.85,-21.35
3-Apr-07,700,715,690.25,704.8,704.5961844,399358,9809,281386123,50447,12.63,24.75,4.8
4-Apr-07,691,720,680,714.45,705.1016732,1352962,26330,953975770,190218,14.06,40,23.45
5-Apr-07,719,735.5,709.05,721.9,725.385508,645416,14045,468175413,113803,17.63,26.45,2.9
9-Apr-07,725.6,744.2,724,741.65,737.747104,360326,7772,265829463,74331,20.63,20.2,16.05
10-Apr-07,744,753.3,735,746.5,746.4504317,508692,9094,379713363,143112,28.13,18.3,2.5
11-Apr-07,750.5,750.5,730.05,731.7,738.2068534,375609,6855,277277138,91714,24.42,20.45,-18.8
12-Apr-07,730,734,721.3,726.25,729.104097,249354,5042,181805023,40842,16.38,12.7,-3.75
13-Apr-07,730,750.9,727,748.1,742.4336984,340075,7124,252483140,94579,27.81,23.9,18.1
16-Apr-07,760,791.4,755,786.55,772.9660191,378036,8130,292208982,90137,23.84,36.4,26.55
17-Apr-07,790,813.8,782.05,806.7,803.5678114,597665,13680,480264356,72937,12.2,31.75,16.7
18-Apr-07,810.1,825.45,810.1,816.75,818.6249093,392977,8926,321700761,76138,19.37,15.35,6.65
19-Apr-07,810,818,780.1,788.1,799.0601554,807509,17769,645248267,89820,11.12,37.9,-21.9
20-Apr-07,785,807.8,785,790.95,798.2771091,355849,7920,284066111,44225,12.43,22.8,5.95
23-Apr-07,793.1,806,784.5,796.25,794.6095977,385802,7397,306561972,159993,41.47,21.5,3.15
24-Apr-07,790,823.45,790,817.1,811.4288258,425723,9123,345443914,152960,35.93,33.45,27.1
25-Apr-07,818.1,835.75,813,832.7,827.9307195,295076,7078,244302485,45560,15.44,22.75,14.6
26-Apr-07,840,849.85,827.2,830.65,839.0067659,241504,6277,202623490,43985,18.21,22.65,-9.35
27-Apr-07,830,836.8,815,821.9,822.4199257,287558,5320,236493429,90972,31.64,21.8,-8.1
30-Apr-07,818,841.05,812,838.85,830.5267039,160576,4391,133362656,19611,12.21,29.05,20.85
3-May-07,841,861.95,841,852.25,853.8360364,195336,6010,166784916,31481,16.12,20.95,11.25
4-May-07,855,880.2,842,859.05,866.1650141,280473,5976,242935900,57448,20.48,38.2,4.05
7-May-07,874,874,853.5,862.4,862.5270941,199139,3952,171762783,78979,39.66,20.5,-11.6
8-May-07,860,895,851.05,885.55,884.0554206,497865,9424,440140252,62936,12.64,43.95,25.55
9-May-07,887,890,872,875.7,876.6930166,197913,4411,173508945,37181,18.79,18,-11.3
10-May-07,880,885.6,871.15,875.25,876.647486,228581,2770,200384959,91334,39.96,14.45,-4.75
11-May-07,860,870,840,850.35,854.096372,379353,5912,324004021,122579,32.31,30,-9.65
14-May-07,855,873.5,855,867.4,864.0729516,766577,3666,662378451,665896,86.87,18.5,12.4
15-May-07,868,879.8,863.5,875.1,871.7581167,160565,3220,139973842,42020,26.17,16.3,7.1
16-May-07,876.2,881.5,869.3,872.5,875.0744164,88502,2536,77445836,8456,9.55,12.2,-3.7
17-May-07,880,893.9,873,889.2,884.0300129,127745,3521,112930414,25851,20.24,20.9,9.2
18-May-07,895,908,872,875.15,893.2997854,509271,6201,454931675,309553,60.78,36,-19.85
21-May-07,879.8,888.9,867,871.5,879.6747342,72224,2359,63533628,16405,22.71,21.9,-8.3
22-May-07,865,898,865,890.75,882.658302,136486,3225,120470501,38687,28.35,33,25.75
23-May-07,895.65,899,875,886.85,882.0308599,145561,2732,128389294,47458,32.6,24,-8.8
24-May-07,882.45,887.5,851.15,857.95,883.1767625,743280,2779,656447624,650128,87.47,36.35,-24.5
25-May-07,840,861.1,831.55,858.05,853.0030705,96077,2449,81953976,27251,28.36,29.55,18.05
28-May-07,900,900,865,869.95,873.1343218,91519,2007,79908380,39078,42.7,35,-30.05
29-May-07,870,874.9,862.1,870.65,869.2665758,73360,1403,63769396,41040,55.94,12.8,0.65
30-May-07,870,880.4,856,861.7,870.5313745,121022,2287,105353448,46788,38.66,24.4,-8.3
31-May-07,866,870,843.2,855.6,858.4227329,113360,1934,97310801,55764,49.19,26.8,-10.4
1-Jun-07,860,866,850.85,852,857.3968867,69957,1713,59980914,19719,28.19,15.15,-8
4-Jun-07,857,861.8,835,838.75,845.3779681,73321,2563,61983958,12064,16.45,26.8,-18.25
5-Jun-07,840,843,828.7,836.45,833.4978303,74895,1951,62424820,19012,25.38,14.3,-3.55
6-Jun-07,838,842,814.65,822.35,824.5490389,113043,2402,93209497,47293,41.84,27.35,-15.65
7-Jun-07,821,828,801,803.95,814.0806362,150007,3238,122117794,56485,37.65,27,-17.05
8-Jun-07,798,803,760,768.55,787.2674533,247460,4773,194817204,93994,37.98,43,-29.45
11-Jun-07,775,779,761.6,764.45,769.4346696,100053,2881,76984247,17282,17.27,17.4,-10.55
12-Jun-07,765,812.85,765,806.95,791.1246245,512692,8507,405603266,202631,39.52,47.85,41.95
13-Jun-07,805,819,788,798.45,801.6497248,314704,6556,252282375,76820,24.41,31,-6.55
14-Jun-07,811.95,830,799.1,825.3,818.818521,451617,5775,369792364,185539,41.08,30.9,13.35
15-Jun-07,828,833,815.2,819.55,825.4352124,150430,3949,124170219,29999,19.94,17.8,-8.45
18-Jun-07,825,831,815.1,823.6,822.7806748,74980,2423,61692095,10277,13.71,15.9,-1.4
19-Jun-07,825,847.5,821,843.4,831.3093961,169081,4178,140558624,40351,23.86,26.5,18.4
20-Jun-07,850,868,843.5,848.65,856.0227289,230543,5109,197350048,73979,32.09,24.5,-1.35
21-Jun-07,853,860.8,837,855.25,851.0867795,122529,3121,104282812,41205,33.63,23.8,2.25
22-Jun-07,855.2,864.4,845.05,851,854.8544528,87305,2625,74633068,8341,9.55,19.35,-4.2
25-Jun-07,850,861.95,847,856.15,856.6092744,86022,2764,73687243,13755,15.99,14.95,6.15
26-Jun-07,862,863.2,842.6,846.1,850.8053634,169295,3092,144037094,83311,49.21,20.6,-15.9
27-Jun-07,847.75,850,824,829.8,831.6413209,225639,3795,187650716,110742,49.08,26,-17.95
28-Jun-07,845.2,907.9,842,898.9,892.8046016,885381,18147,790472231,243754,27.53,65.9,53.7
29-Jun-07,903,939,890,933.8,927.002361,456579,10484,423249811,125174,27.42,49,30.8
2-Jul-07,940,951,920,936.2,938.4935688,226629,6856,212689859,21073,9.3,31,-3.8
3-Jul-07,950,950,932,938.3,940.8007075,140221,4016,131920016,21309,15.2,18,-11.7
4-Jul-07,947.9,1047,940,1022.55,1005.778253,1441209,28579,1449536670,219259,15.21,107,74.65
5-Jul-07,1030,1034,981,1021.75,1011.928102,599154,15420,606300770,35319,5.89,53,-8.25
6-Jul-07,1011,1048.5,999,1040.7,1038.319034,571578,9756,593480317,213682,37.38,49.5,29.7
9-Jul-07,1040,1054.5,1021,1046.3,1044.364549,399749,6727,417483684,166737,41.71,33.5,6.3
10-Jul-07,1040,1051.9,1030.05,1036.7,1040.555645,382964,5374,398495352,209282,54.65,21.85,-3.3
11-Jul-07,1029.9,1083,1021.25,1069.45,1068.590305,420767,8019,449627537,130587,31.04,61.75,39.55
12-Jul-07,1079.9,1085.9,1066,1072.4,1073.982901,146088,4032,156896014,28079,19.22,19.9,-7.5
13-Jul-07,1080,1122.8,1080,1095.8,1101.185787,458612,9435,505017016,118512,25.84,42.8,15.8
16-Jul-07,1100,1127,1097,1118.35,1118.253652,225293,4989,251934720,52098,23.12,30,18.35
17-Jul-07,1125,1141.25,1105,1110.6,1122.380916,252730,5209,283659329,49516,19.59,36.25,-14.4
18-Jul-07,1113,1145,1096,1133.1,1114.232028,475279,6654,529571084,164589,34.63,49,20.1
19-Jul-07,1141,1160,1119,1150.3,1141.673115,602227,11008,687546375,165816,27.53,41,9.3
20-Jul-07,1155,1159,1102,1107.2,1124.491674,1106416,5685,1244155580,949489,85.82,57,-47.8
23-Jul-07,1105,1150,1088.15,1139.75,1121.139056,179474,5423,201215311,33004,18.39,61.85,34.75
24-Jul-07,1140,1142,1105,1117.85,1123.122339,173968,4730,195387347,50304,28.92,37,-22.15
25-Jul-07,1103,1103,1042.15,1070.5,1068.082493,541791,7694,578677482,270692,49.96,60.85,-32.5
26-Jul-07,1078,1088,1007,1021.65,1028.83413,383589,8561,394649455,153359,39.98,81,-56.35
27-Jul-07,1010,1021,977,999.9,998.745208,377559,9774,377085242,105079,27.83,44,-10.1
30-Jul-07,999,1054.7,990,1022.6,1024.611446,231950,7674,237658625,13617,5.87,64.7,23.6
31-Jul-07,1033.85,1067,1030,1059.95,1053.276821,276522,6285,291254213,78662,28.45,37,26.1
1-Aug-07,1048,1050,958,965.9,995.0501352,346842,10491,345125179,101740,29.33,92,-82.1
2-Aug-07,970,1012,949.9,983.05,991.9731164,377517,12032,374486715,43541,11.53,62.1,13.05
3-Aug-07,995,1020,995,1003.3,1010.48242,228013,7114,230403128,27455,12.04,25,8.3
6-Aug-07,989,989,961,979.05,979.2818987,284847,6875,278945511,76455,26.84,28,-9.95
7-Aug-07,994.95,1011.95,981.1,985.75,998.3287943,278104,7178,277639231,47446,17.06,30.85,-9.2
8-Aug-07,997,1031.4,997,1025,1016.658877,268935,7500,273415155,49081,18.25,34.4,28
9-Aug-07,1038,1058,995,1000.95,1022.149009,233315,5702,238482696,62078,26.61,63,-37.05
10-Aug-07,975,1009.7,950,1000.9,984.5381373,157785,5428,155345350,15851,10.05,59.7,25.9
13-Aug-07,1010.95,1024.7,1005,1012.3,1014.271724,114539,3927,116173669,12214,10.66,19.7,1.35
14-Aug-07,1018,1019.9,986.05,990.3,997.2393941,201609,4614,201052437,50853,25.22,33.85,-27.7
16-Aug-07,950,996.9,947,979.55,977.8947801,332171,7241,324828287,88561,26.66,49.9,29.55
17-Aug-07,981,993,926.3,951.75,957.1163738,413538,8191,395803991,127253,30.77,66.7,-29.25
20-Aug-07,984.8,995,958.5,963.2,969.4781024,291013,5286,282130731,112971,38.82,36.5,-21.6
21-Aug-07,973,973,928,936.75,947.691719,256250,4383,242846003,107526,41.96,45,-36.25
22-Aug-07,948.5,959.75,908.1,953.15,938.9367744,224371,6604,210670183,35298,15.73,51.65,4.65
23-Aug-07,974,1001,965,972.4,980.5956439,245447,5878,240684259,79854,32.53,36,-1.6
24-Aug-07,985,1017.25,970.15,1010.35,1000.337057,226561,7400,226637364,36027,15.9,47.1,25.35
27-Aug-07,1015,1039.95,1011,1036.9,1028.278462,147690,5583,151866446,32594,22.07,28.95,21.9
28-Aug-07,1045,1045,1021.3,1026.6,1034.531724,153275,4753,158567850,23106,15.07,23.7,-18.4
29-Aug-07,1007,1045,992.1,1041.15,1027.304195,214665,6767,220526255,33526,15.62,52.9,34.15
30-Aug-07,1049,1066.75,1030,1061.1,1050.329141,239007,7283,251036017,52191,21.84,36.75,12.1
31-Aug-07,1075,1077,1056,1065.9,1068.896347,146710,4272,156817783,40229,27.42,21,-9.1
3-Sep-07,1072,1086.7,1058,1071.1,1074.533092,112279,4056,120647501,21538,19.18,28.7,-0.9
4-Sep-07,1082,1111,1074.1,1097.55,1090.608437,254383,6895,277432246,47825,18.8,36.9,15.55
5-Sep-07,1106,1109,1075.1,1082.4,1091.947382,143868,3760,157096286,35499,24.67,33.9,-23.6
6-Sep-07,1082.4,1111.1,1073,1102.2,1102.425692,273153,4936,301130885,130619,47.82,38.1,19.8
7-Sep-07,1106,1109.8,1082,1086.75,1097.520272,87656,2795,96204237,12481,14.24,27.8,-19.25
10-Sep-07,1094,1102,1072,1093.25,1091.235053,112813,3265,123105500,20213,17.92,30,-0.75
11-Sep-07,1100,1117.4,1090,1104.05,1103.909812,252895,5809,279173272,49495,19.57,27.4,4.05
12-Sep-07,1105,1117,1099.1,1101.85,1107.833953,143598,3194,159082740,53469,37.24,17.9,-3.15
13-Sep-07,1095.1,1136,1095.1,1128.8,1122.030133,278103,7063,312039946,64724,23.27,40.9,33.7
14-Sep-07,1139,1144.95,1101.1,1106.85,1124.091707,161459,4292,181494723,25805,15.98,43.85,-32.15
17-Sep-07,1150,1150,1100.9,1110.45,1113.16184,147726,4030,164442946,32064,21.71,49.1,-39.55
18-Sep-07,1124.8,1129.55,1105.1,1122.55,1116.814311,148609,2886,165968658,42551,28.63,24.45,-2.25
19-Sep-07,1171,1174.5,1132,1153,1153.594012,280703,6173,323817300,101539,36.17,42.5,-18
20-Sep-07,1153,1173.95,1130,1137.55,1151.842443,255184,4272,293931762,122507,48.01,43.95,-15.45
21-Sep-07,1140,1159,1128,1132.9,1146.632318,76955,2347,88239090,16651,21.64,31,-7.1
24-Sep-07,1135,1150,1128,1139.85,1139.572801,159106,2196,181312870,94565,59.44,22,4.85
25-Sep-07,1148,1168.25,1127.55,1149.35,1149.348731,200014,4725,229885837,49716,24.86,40.7,1.35
26-Sep-07,1151,1173.5,1142,1155.95,1155.113076,224680,4164,259530806,68472,30.48,31.5,4.95
27-Sep-07,1195,1209,1162,1188.5,1188.296364,238862,5673,283838846,77940,32.63,47,-6.5
28-Sep-07,1196,1215.5,1182,1194.9,1200.438039,197309,4880,236857229,44531,22.57,33.5,-1.1
1-Oct-07,1230,1230,1024,1209.85,1210.65615,182664,4138,221143295,40476,22.16,206,-20.15
3-Oct-07,1225,1265,1176,1228.45,1229.144109,200064,5670,245907487,39135,19.56,89,3.45
4-Oct-07,1235,1240,1204.2,1214.35,1221.345303,90619,2630,110677090,15183,16.75,35.8,-20.65
5-Oct-07,1025,1230,1025,1176.6,1198.948709,142442,3227,170780652,38163,26.79,205,151.6
8-Oct-07,1198,1198,1095.3,1115.1,1122.922567,239821,4991,269300413,111057,46.31,102.7,-82.9
9-Oct-07,1078,1182.6,1078,1176.65,1145.784656,155844,4856,178563664,37337,23.96,104.6,98.65
10-Oct-07,1185,1231,1185,1218.15,1212.857611,228894,4841,277615830,83469,36.47,46,33.15
11-Oct-07,1225.1,1288,1200,1260.3,1235.619897,221969,5411,274269313,81374,36.66,88,35.2
12-Oct-07,1257.3,1304,1238.3,1250.55,1268.48783,287678,6955,364916042,60196,20.92,65.7,-6.75
15-Oct-07,1277,1299,1260.25,1285.95,1280.991088,259978,4084,333029501,156781,60.31,38.75,8.95
16-Oct-07,1280,1314.85,1230,1266.6,1292.158986,162392,4460,209836282,36950,22.75,84.85,-13.4
17-Oct-07,1200,1225,1126,1202.65,1199.556824,185274,3796,222246691,71049,38.35,99,2.65
18-Oct-07,1214.95,1244.9,1000,1036,1128.14848,629526,12197,710198800,295790,46.99,244.9,-178.95
19-Oct-07,1070,1080,962,991.1,999.3890371,386503,10724,386266861,140940,36.47,118,-78.9
22-Oct-07,984.7,1037.7,965,1018.2,1014.477108,473289,7503,480140856,280128,59.19,72.7,33.5
23-Oct-07,1039,1075,1030.4,1065.15,1060.023776,350312,5824,371339049,190208,54.3,44.6,26.15
24-Oct-07,1079.95,1104,1055.15,1078.1,1074.648267,324112,6741,348306399,185856,57.34,48.85,-1.85
25-Oct-07,1081,1095,1051,1061.2,1079.115395,131288,4482,141674902,49135,37.43,44,-19.8
26-Oct-07,1070,1100,1059.2,1079.45,1084.923796,139967,4073,151853529,38367,27.41,40.8,9.45
29-Oct-07,1088,1117,1067,1081.7,1084.63017,124998,3843,135576602,29569,23.66,50,-6.3
30-Oct-07,1085,1098.9,1057.05,1067.7,1068.740138,164695,3224,176016157,65081,39.52,41.85,-17.3
31-Oct-07,1064,1089,1061.1,1077.5,1077.207771,164397,2216,177089726,110017,66.92,27.9,13.5
1-Nov-07,1088,1096,1041.1,1052.55,1058.585219,166283,2451,176024726,75917,45.66,54.9,-35.45
2-Nov-07,1050,1050,1015,1032.55,1027.314352,108490,2869,111453334,49365,45.5,35,-17.45
5-Nov-07,1033,1050,1005,1008.2,1022.515896,73069,2405,74714214,18449,25.25,45,-24.8
6-Nov-07,1014.2,1036,1013,1021.75,1022.707039,130195,1918,133151343,83950,64.48,23,7.55
7-Nov-07,1033.95,1048,1020,1027.8,1031.720974,127533,2290,131578471,71296,55.9,28,-6.15
8-Nov-07,1018,1076,998,1056.85,1051.872869,147659,3575,155318496,62776,42.51,78,38.85
9-Nov-07,1071,1090,1016,1039.2,1047.104907,11372,638,11907677,5434,47.78,74,-31.8
12-Nov-07,1035,1035,1000,1020,1016.020046,70338,2052,71464818,32075,45.6,35,-15
13-Nov-07,1022,1045.05,1010.1,1029.05,1030.63929,100682,2882,103766825,38493,38.23,34.95,7.05
14-Nov-07,1040.55,1058,1037,1045.15,1045.49368,66614,2121,69644516,24201,36.33,21,4.6
15-Nov-07,1047.9,1060,1036,1044.35,1043.80894,131723,1986,137493645,74171,56.31,24,-3.55
16-Nov-07,1044.9,1075,1035,1039.65,1053.525024,146342,3214,154174959,65708,44.9,40,-5.25
19-Nov-07,1065,1090,1056,1083.85,1077.013837,126039,3139,135745747,51516,40.87,34,18.85
20-Nov-07,1075,1134,1075,1084.65,1110.005429,180889,5330,200787772,46042,25.45,59,9.65
21-Nov-07,1087,1115,1050,1079.4,1080.985682,170139,4367,183917823,47854,28.13,65,-7.6
22-Nov-07,1084,1115,1057,1103.3,1081.748969,204564,3422,221286896,97403,47.61,58,19.3
23-Nov-07,1120,1129.9,1084.05,1112.9,1115.053368,93615,3419,104385721,21535,23,45.85,-7.1
26-Nov-07,1120,1155,1119,1129.05,1132.680343,112308,3422,127209064,35438,31.55,36,9.05
27-Nov-07,1128,1137.5,1065,1111.95,1112.209344,129514,2054,144046681,80843,62.42,72.5,-16.05
28-Nov-07,1121,1125,1064,1075.25,1086.250328,84725,2225,92032559,39776,46.95,61,-45.75
29-Nov-07,1119.9,1119.9,1055,1069.45,1079.218736,90049,1710,97182568,48926,54.33,64.9,-50.45
30-Nov-07,1075,1109,1067,1089.45,1089.767203,180608,3077,196820675,86146,47.7,42,14.45
3-Dec-07,1098,1119,1086,1091.65,1104.35304,109305,1864,120711309,49977,45.72,33,-6.35
4-Dec-07,1095,1117,1080,1087.85,1098.570294,85349,3189,93761876,11643,13.64,37,-7.15
5-Dec-07,1100,1105,1086,1092.1,1095.885109,55496,1686,60817240,20399,36.76,19,-7.9
6-Dec-07,1100.2,1107.4,1014.95,1082,1090.361264,36948,1466,40286668,9154,24.78,92.45,-18.2
7-Dec-07,1097,1098.5,1052,1064.7,1076.529196,48534,2303,52248268,11550,23.8,46.5,-32.3
10-Dec-07,1071,1076,1056,1063.05,1066.485922,42692,1675,45530417,12166,28.5,20,-7.95
11-Dec-07,1071,1126.55,1064,1073.45,1078.310112,37796,1598,40755809,10354,27.39,62.55,2.45
12-Dec-07,1051,1083,1042,1071.95,1071.602337,90383,1641,96854634,46866,51.85,41,20.95
13-Dec-07,1078,1090,1056,1064.45,1071.10526,51843,1483,55529310,15353,29.61,34,-13.55
14-Dec-07,1065,1109,1050,1102.6,1083.052687,188644,4596,204311391,81430,43.17,59,37.6
17-Dec-07,1102,1126.9,1051.55,1061.7,1093.256457,209513,4676,229051440,70951,33.86,75.35,-40.3
18-Dec-07,1060,1078,1040,1066.95,1066.257631,80530,2453,85865727,24498,30.42,38,6.95
19-Dec-07,1084,1084,1025,1030.65,1038.212994,116177,2219,120616471,65169,56.09,59,-53.35
20-Dec-07,1045,1049.8,996.5,1002.05,1015.958201,135410,4000,137570900,50087,36.99,53.3,-42.95
24-Dec-07,1029.9,1029.9,996,1001.25,1003.353107,222049,2996,222793554,172459,77.67,33.9,-28.65
26-Dec-07,1020,1030,1001,1003.85,1009.0322,150529,3172,151888608,93302,61.98,29,-16.15
27-Dec-07,1010,1018,1000,1003.45,1005.611724,71784,2752,72186832,24071,33.53,18,-6.55
28-Dec-07,1003.45,1017.9,999.9,1008.5,1008.432012,32469,1359,32742779,12070,37.17,18,5.05
31-Dec-07,1050,1098.4,1011.15,1024.5,1024.611314,83808,3064,85870625,16180,19.31,87.25,-25.5
1-Jan-08,1035,1038.8,1020,1028.1,1029.868036,60668,2071,62480034,18316,30.19,18.8,-6.9
2-Jan-08,1047,1050,1008.05,1022.4,1023.391607,70272,1709,71915775,24875,35.4,41.95,-24.6
3-Jan-08,1028.9,1028.9,1001,1005.65,1009.628582,142252,2161,143621685,89281,62.76,27.9,-23.25
4-Jan-08,1015,1020,998,1001.15,1005.911208,125698,1903,126441027,77992,62.05,22,-13.85
7-Jan-08,1017,1017,990,1001.6,1000.50477,96327,2134,96375623,52621,54.63,27,-15.4
8-Jan-08,1015,1015,978.15,985.05,989.0019649,505873,2791,500309391,420024,83.03,36.85,-29.95
9-Jan-08,985.05,989.75,955,970.05,972.9663755,161876,3107,157499905,90357,55.82,34.75,-15
10-Jan-08,970,983,934,938.55,953.862201,144464,3339,137798749,67757,46.9,49,-31.45
11-Jan-08,945,947,889,898,911.7925056,266118,4187,242644398,179319,67.38,58,-47
14-Jan-08,900.85,902,864,875.9,879.7502027,113456,3474,99812939,58626,51.67,38,-24.95
15-Jan-08,880,901.8,865,873.95,880.8942626,995438,4549,876875623,845651,84.95,36.8,-6.05
16-Jan-08,879.55,892,847,856.5,869.9248313,254787,4866,221645538,112042,43.97,45,-23.05
17-Jan-08,877,880,857,860.45,869.2158246,194899,2926,169409295,98789,50.69,23,-16.55
18-Jan-08,874,881,854,864.6,869.8577551,259721,3336,225920326,128330,49.41,27,-9.4
21-Jan-08,866,870,690,727.6,780.9403125,262467,5145,204971061,134335,51.18,180,-138.4
22-Jan-08,715,750,615,722.55,691.4668119,415782,3717,287499454,336872,81.02,135,7.55
23-Jan-08,769,795,702,750.3,747.5417513,143313,4276,107132451,74642,52.08,93,-18.7
24-Jan-08,760,810,727.1,752,757.5412978,97366,2899,73758766,39093,40.15,82.9,-8
25-Jan-08,778,799,755,787.7,772.3004139,56532,2432,43659687,22257,39.37,44,9.7
28-Jan-08,788,807.8,750,798.65,782.6484785,55769,1941,43647523,26911,48.25,57.8,10.65
29-Jan-08,809.9,818,785,791.65,798.3417573,59829,1906,47763989,24242,40.52,33,-18.25
30-Jan-08,804.85,804.85,780,797.35,791.3650035,109851,2367,86932237,53974,49.13,24.85,-7.5
31-Jan-08,806.45,829.7,760,782.65,797.8943891,327116,5674,261004021,147643,45.13,69.7,-23.8
1-Feb-08,778.8,792,741.1,755.35,758.8683622,196167,4189,148864930,93861,47.85,50.9,-23.45
4-Feb-08,779,779,763.05,767.3,768.9643985,253894,3567,195235447,64545,25.42,15.95,-11.7
5-Feb-08,768,788,766,769.2,779.9842292,162516,4191,126759917,49028,30.17,22,1.2
6-Feb-08,740,778.9,725,764.85,762.4629518,102434,2613,78102130,42151,41.15,53.9,24.85
7-Feb-08,777,803,765,772.7,788.9436638,188955,4626,149074850,47492,25.13,38,-4.3
8-Feb-08,772,789.8,755.1,779.45,772.1376089,216643,4994,167278208,86073,39.73,34.7,7.45
11-Feb-08,788.7,788.7,725,737.65,755.0163844,94419,2708,71287892,38612,40.89,63.7,-51.05
12-Feb-08,759.9,759.9,710.5,718.25,724.3762859,134730,2999,97595217,63740,47.31,49.4,-41.65
13-Feb-08,725,745,725,739.55,738.3323145,129564,2202,95661288,77281,59.65,20,14.55
14-Feb-08,751,774.9,745,753.95,754.1157512,74064,2432,55852829,13695,18.49,29.9,2.95
15-Feb-08,750,764,743,758.55,754.3000375,63942,2229,48231453,16341,25.56,21,8.55
18-Feb-08,772.7,775,752.4,756.05,758.9766746,72153,2291,54762444,15331,21.25,22.6,-16.65
19-Feb-08,761,799,752.25,789.45,787.9880166,203782,5192,160577774,60333,29.61,46.75,28.45
20-Feb-08,800,800,759.15,766.05,773.150921,134746,3581,104178994,44145,32.76,40.85,-33.95
21-Feb-08,783,783,769,779.75,776.672268,48857,1842,37945877,8332,17.05,14,-3.25
22-Feb-08,777,793.15,766,774.3,779.0723022,162540,3355,126630412,79133,48.69,27.15,-2.7
25-Feb-08,795,823.5,763.2,818.35,796.2636274,139792,4334,111311285,45063,32.24,60.3,23.35
26-Feb-08,825,839.9,819,830.9,832.0117506,318453,8667,264956638,55074,17.29,20.9,5.9
27-Feb-08,838.9,848,811.05,816.05,830.6213277,206342,5364,171392066,59002,28.59,36.95,-22.85
28-Feb-08,826,826,798.15,807.8,804.5858006,147598,3821,118755255,31376,21.26,27.85,-18.2
29-Feb-08,810,811,774,792.7,794.6657488,153621,4876,122077347,23873,15.54,37,-17.3
3-Mar-08,782,805,770,786.15,786.2796863,97924,3505,76995652,14033,14.33,35,4.15
4-Mar-08,788.55,792,733,746,747.4146549,475048,6016,355057837,274618,57.81,59,-42.55
5-Mar-08,746,754,738,741.35,744.3236338,162826,3904,121195240,80216,49.26,16,-4.65
7-Mar-08,738,738,719,734.85,727.0922492,716158,2908,520712931,663149,92.6,19,-3.15
10-Mar-08,733,774,718.1,767.1,748.2653979,151222,4208,113154190,48372,31.99,55.9,34.1
11-Mar-08,759,815,752,810.6,792.2908343,203879,6395,161531463,36087,17.7,63,51.6
12-Mar-08,829,834.7,790.1,807.25,808.8657561,200024,4310,161792564,82345,41.17,44.6,-21.75
13-Mar-08,801,805,768.15,779.25,779.7313483,133634,2681,104198619,69236,51.81,36.85,-21.75
14-Mar-08,795,802.7,756.25,800.45,787.4802739,90236,2590,71059070,23923,26.51,46.45,5.45
17-Mar-08,780,789.9,760,770.95,774.3802458,147118,2284,113925273,74167,50.41,29.9,-9.05
18-Mar-08,775,794,745.1,758.8,778.4138765,94231,2637,73350718,25352,26.9,48.9,-16.2
19-Mar-08,780,785.4,770,775.95,777.8557803,70663,2324,54965623,12010,17,15.4,-4.05
24-Mar-08,775,813,761,805.15,794.2348072,114758,3137,91144798,39765,34.65,52,30.15
25-Mar-08,813.9,829,803,815.6,813.6757218,129981,3509,105762384,31901,24.54,26,1.7
26-Mar-08,820,828.3,809,817.35,816.2906,115702,2472,94446455,41823,36.15,19.3,-2.65
27-Mar-08,815,830.65,805,819.15,821.4809364,107771,3309,88531822,15580,14.46,25.65,4.15
28-Mar-08,827.8,845,821,835.05,831.6555503,98473,2782,81895617,24372,24.75,24,7.25
31-Mar-08,821,844.7,814,826.1,826.0936098,140167,1766,115791063,82421,58.8,30.7,5.1
1-Apr-08,835,841,811.2,825.75,826.3163651,46086,1976,38081616,5521,11.98,29.8,-9.25
2-Apr-08,840,848.15,830,833.95,839.4274873,46778,1824,39266739,9946,21.26,18.15,-6.05
3-Apr-08,835,843,817.15,833.95,826.5668035,133466,2529,110318565,57555,43.12,25.85,-1.05
4-Apr-08,840,840,822.1,831.3,828.8459874,133989,1658,111056245,81255,60.64,17.9,-8.7
7-Apr-08,836,840,822,836.3,832.6936136,50717,1460,42231722,13030,25.69,18,0.3
8-Apr-08,839.55,839.55,812,825.35,822.2390903,93609,1707,76968979,42056,44.93,27.55,-14.2
9-Apr-08,815.1,830,815.1,820.25,822.1969996,71924,1243,59135697,40668,56.54,14.9,5.15
10-Apr-08,780.2,836,780.2,814.4,821.6119474,96523,3189,79304450,12550,13,55.8,34.2
11-Apr-08,815.55,825,805.05,812.6,816.1934268,64231,2109,52424920,3808,5.93,19.95,-2.95
15-Apr-08,796.15,820,791.05,811.85,807.4701424,55681,2006,44960745,7316,13.14,28.95,15.7
16-Apr-08,815,819.8,801.2,806.25,809.4043351,37877,1175,30657808,10227,27,18.6,-8.75
17-Apr-08,809,813,794,799.4,801.6604577,54974,1842,44070482,10992,19.99,19,-9.6
21-Apr-08,807.9,814.4,798.05,800.3,803.6648948,74875,1824,60174409,36196,48.34,16.35,-7.6
