Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-Dec-99,216,226.9,215.3,221.5,222.1029094,1659897,5001,368667953,,,11.6,5.5
10-Dec-99,222.7,239,221,238,228.3325703,2681123,6204,612187706,,,18,15.3
13-Dec-99,242,248,231,232.4,242.2153321,4174310,11505,1011081883,,,17,-9.6
14-Dec-99,232.5,238,222,224,229.8004927,2043645,6190,469630628,,,16,-8.5
15-Dec-99,224,228.7,215,220,223.6884048,1664371,4558,372300494,,,13.7,-4
16-Dec-99,220.2,228.75,220,223.2,224.9675246,1104991,3435,248587090,,,8.75,3
17-Dec-99,224,235.75,223,232.2,230.8725536,3166234,8321,730996529,,,12.75,8.2
20-Dec-99,239.9,250.75,238,248.05,246.2653966,4818874,11598,1186721917,,,12.75,8.15
21-Dec-99,249.75,255,238,240.75,243.7058581,2537190,7311,618328066,,,17,-9
22-Dec-99,242.95,260,238,260,249.9009209,4506377,9666,1126147762,,,22,17.05
23-Dec-99,280.75,280.75,280.75,280.75,280.4840678,22125,151,6205710,,,0,0
24-Dec-99,303.2,303.2,274.25,284.25,288.7313963,4879117,12359,1408754264,,,28.95,-18.95
27-Dec-99,285,289,261.55,263,271.3405028,1946536,6205,528174057,,,27.45,-22
28-Dec-99,262,268.5,255.25,261,262.0687238,1731657,5901,453813140,,,13.25,-1
29-Dec-99,258,273,258,259.3,265.0396849,1790707,6149,474608419,,,15,1.3
30-Dec-99,262,264.4,248,248.25,255.6867294,1549673,5344,396230821,,,16.4,-13.75
3-Jan-00,260,268.1,250,268,264.6436767,2551545,7457,675250250,,,18.1,8
